id,date,real,pred_good,pred_bad
108,2017-12-23,626.0,629.2839195582305,628.959305738489
109,2017-12-24,626.0,603.3681545981626,604.2918101742448
110,2017-12-25,626.0,548.6962708079159,549.280868988646
111,2017-12-26,626.0,580.466271047063,580.6347510081391
112,2017-12-27,626.0,486.0119711845611,794.5875761445619
113,2017-12-28,626.0,528.4758617952118,796.1806496712521
114,2017-12-29,594.0,473.7382401254155,796.1373786286175
115,2017-12-30,594.0,436.97492356618636,798.4127448397834
116,2017-12-31,594.0,457.7720694982789,796.3744112185929
117,2018-01-01,594.0,389.14506556365234,798.3823602546978
118,2018-01-02,594.0,492.41042402212065,795.5299629663167
119,2018-01-03,594.0,412.7286790625156,599.7977265809308
120,2018-01-04,594.0,447.28739781528185,528.5031971573176
121,2018-01-05,594.0,330.73476832129904,377.8907746900388
122,2018-01-06,594.0,364.1777677528818,388.79337217121963
123,2018-01-07,594.0,381.2476185460886,392.64689085989136
124,2018-01-08,594.0,340.397844404635,346.52458067339006
125,2018-01-09,594.0,379.54668714957984,382.57393781861737
126,2018-01-10,594.0,515.3060663115043,797.1083691016587
127,2018-01-11,594.0,532.9528416030037,795.9876181895323
128,2018-01-12,594.0,542.732335975233,795.6427149402676
129,2018-01-13,586.0,540.2798441207779,800.269522331866
130,2018-01-14,586.0,539.0795096612482,795.2733081308746
131,2018-01-15,586.0,555.6915997181059,797.6854492051784
132,2018-01-16,586.0,573.2666687103819,797.3437752972729
133,2018-01-17,586.0,551.0099372207595,687.1577070297965
134,2018-01-18,586.0,564.4631132705767,639.069655192176
135,2018-01-19,586.0,530.3096843189135,565.2798147661053
136,2018-01-20,586.0,508.4408830554574,528.4279950694283
137,2018-01-21,586.0,543.3044345799036,553.8636603509397
138,2018-01-22,586.0,547.6324085273834,553.3381495249796
139,2018-01-23,586.0,564.5291239921685,567.4518761590324
140,2018-01-24,586.0,548.5735600994235,795.4443864860874
141,2018-01-25,577.0,534.9833150286416,795.1660321819743
142,2018-01-26,578.0,557.1867570568912,798.1430607310357
143,2018-01-27,578.0,480.34108575785956,795.2871474039931
144,2018-01-28,578.0,536.5586879278424,796.1293628278378
145,2018-01-29,578.0,509.346650425146,795.2755910513998
146,2018-01-30,568.0,498.5678891258817,796.5776337769056
147,2018-01-31,568.0,454.95190593929294,536.5360249857097
148,2018-02-01,568.0,399.26238954204376,435.51573021909223
149,2018-02-02,568.0,428.82598439619835,445.8805901402956
150,2018-02-03,568.0,381.67720834157757,387.33946513869364
151,2018-02-04,568.0,421.80978306977784,424.0670052851355
152,2018-02-05,568.0,308.58470101756046,310.5102837305892
153,2018-02-06,569.0,388.46637098360856,389.09605631181705
154,2018-02-07,569.0,473.3457568476696,796.3435385020412
155,2018-02-08,569.0,465.7670234406841,798.5461091773933
156,2018-02-09,613.0,479.91153006762585,798.9408455335661
157,2018-02-10,612.0,527.8125316326709,796.8114945781401
158,2018-02-11,612.0,550.4320236700639,794.5278685004614
159,2018-02-12,612.0,556.7991678832777,796.8392019006862
160,2018-02-13,612.0,589.9791816914073,798.8977588724678
161,2018-02-14,612.0,554.1127651354943,676.9064858191814
162,2018-02-15,613.0,598.230061469423,650.4445251958269
163,2018-02-16,613.0,573.4623987704257,602.9039138633105
164,2018-02-17,613.0,556.5160942644656,572.0009544764831
165,2018-02-18,613.0,571.2651165412201,580.2555005694413
166,2018-02-19,613.0,535.6163085666121,538.5795948293746
167,2018-02-20,613.0,560.174564998199,561.5145263728393
168,2018-02-21,613.0,593.2884487163435,799.7682006582123
169,2018-02-22,613.0,606.5841437499118,792.5790334638573
170,2018-02-23,613.0,572.6632444287379,794.6048003642669
171,2018-02-24,613.0,542.5538972796155,796.0721331436911
172,2018-02-25,613.0,529.2482264588782,796.591350484263
173,2018-02-26,613.0,583.4114985771555,797.3513924928816
174,2018-02-27,613.0,506.82112216651166,795.5716214698502
175,2018-02-28,613.0,514.5152677573599,617.5353923777475
176,2018-03-01,598.0,476.46604665310707,533.2520129023073
177,2018-03-02,598.0,460.58841326867366,495.50823846432957
178,2018-03-03,598.0,404.38192941191176,424.31665575377474
179,2018-03-04,598.0,439.14705316962403,447.8473720017009
180,2018-03-05,598.0,323.5428908249386,329.0349623982145
181,2018-03-06,599.0,400.2706090985892,403.0706505569608
182,2018-03-07,599.0,490.48156720458513,796.1305309328311
183,2018-03-08,599.0,482.8910333792733,798.5317242201904
184,2018-03-09,599.0,495.51806077784977,798.977782590822
185,2018-03-10,599.0,532.0918885387512,796.8726719455852
186,2018-03-11,599.0,548.8246941466673,794.5359311959671
187,2018-03-12,599.0,551.9673228943122,796.8467007936906
188,2018-03-13,599.0,584.0297756974733,798.9047493840106
189,2018-03-14,599.0,547.9996027583402,675.1163691801191
190,2018-03-15,599.0,593.5076431920189,648.1469223582194
191,2018-03-16,592.0,569.5585577775904,600.2012429087592
192,2018-03-17,607.0,553.3078129004093,569.4484319082958
193,2018-03-18,607.0,568.6021782090684,577.9431813141811
194,2018-03-19,607.0,533.8040235116189,536.9038501638892
195,2018-03-20,607.0,558.7708609014431,560.2006555184871
196,2018-03-21,607.0,589.6531695561994,799.7867997460206
197,2018-03-22,607.0,603.1781712736333,792.5746210964556
198,2018-03-23,617.0,569.4186068625547,794.6026655884443
199,2018-03-24,589.0,541.6897042161115,796.0693674206458
200,2018-03-25,589.0,522.6135606232592,796.6380789471516
201,2018-03-26,589.0,574.053698633818,797.4332099345056
202,2018-03-27,589.0,495.1305909726298,795.5892059263141
203,2018-03-28,585.0,506.8863655198596,615.6361389217938
204,2018-03-29,555.0,470.67077936040454,530.4483562868762
205,2018-03-30,555.0,404.117886525545,434.60041337792563
206,2018-03-31,553.0,380.409550108128,396.0926471164523
207,2018-04-01,553.0,329.31854759585593,338.13649545338865
208,2018-04-02,553.0,360.47066292512096,364.80407666081766
209,2018-04-03,462.0,344.2454969893988,346.66253643099196
210,2018-04-04,462.0,444.85634111376925,794.3610309205848
211,2018-04-05,462.0,360.0480306017088,796.56682560835
212,2018-04-06,501.0,416.67312236176,796.2281465681738
213,2018-04-07,493.0,436.6333594345714,797.9830825706268
214,2018-04-08,493.0,401.4210134643911,799.4454930025041
215,2018-04-09,493.0,406.87539873058415,797.2816376537338
216,2018-04-10,526.0,474.9705653143965,797.3555160314025
217,2018-04-11,526.0,442.7361197088656,619.4644026689317
218,2018-04-12,533.0,472.37522359820696,573.5781690594688
219,2018-04-13,540.0,461.6192446094688,526.8483078554349
220,2018-04-14,544.0,433.96612384025457,476.45963486511465
221,2018-04-15,610.0,473.8693066214511,497.6598025988342
222,2018-04-16,549.0,460.8262292137312,474.1946366515535
223,2018-04-17,595.0,473.874558830764,481.4124682471809
224,2018-04-18,594.0,536.2195793746073,795.551575040271
225,-100,-100.0,531.8001521850981,631.566209136218
226,-100,-100.0,524.1833232079665,579.5938245117816
227,-100,-100.0,524.0622495517275,554.2737930982922
228,-100,-100.0,525.1222920436687,542.0027222490583
229,-100,-100.0,526.3751315436998,535.911881761484
230,-100,-100.0,527.4102942519154,532.8547378361948
231,-100,-100.0,528.1118393529957,531.2660979926908
232,-100,-100.0,528.5489493572738,530.4199466092291
233,-100,-100.0,528.8001345624004,529.9422684037972
234,-100,-100.0,528.9358393731541,529.659245942868
235,-100,-100.0,529.007136409314,529.48167693126
236,-100,-100.0,529.0435437693238,529.3646106425163
237,-100,-100.0,529.0620458703124,529.2847020293987
238,-100,-100.0,531.8001521850981,631.566209136218
